Date,country,Province/State,Lat,Long,Confirmed,Recovered,Deaths
2020/1/22,Afghanistan,,33,65,0,0,0
2020/1/23,Afghanistan,,33,65,0,0,0
2020/1/24,Afghanistan,,33,65,0,0,0
2020/1/25,Afghanistan,,33,65,0,0,0
2020/1/26,Afghanistan,,33,65,0,0,0
2020/1/27,Afghanistan,,33,65,0,0,0
2020/1/28,Afghanistan,,33,65,0,0,0
2020/1/29,Afghanistan,,33,65,0,0,0
2020/1/30,Afghanistan,,33,65,0,0,0
2020/1/31,Afghanistan,,33,65,0,0,0
2020/2/1,Afghanistan,,33,65,0,0,0
2020/2/2,Afghanistan,,33,65,0,0,0
2020/2/3,Afghanistan,,33,65,0,0,0
2020/2/4,Afghanistan,,33,65,0,0,0
2020/2/5,Afghanistan,,33,65,0,0,0
2020/2/6,Afghanistan,,33,65,0,0,0
2020/2/7,Afghanistan,,33,65,0,0,0
2020/2/8,Afghanistan,,33,65,0,0,0
2020/2/9,Afghanistan,,33,65,0,0,0
2020/2/10,Afghanistan,,33,65,0,0,0
2020/2/11,Afghanistan,,33,65,0,0,0
2020/2/12,Afghanistan,,33,65,0,0,0
2020/2/13,Afghanistan,,33,65,0,0,0
2020/2/14,Afghanistan,,33,65,0,0,0
2020/2/15,Afghanistan,,33,65,0,0,0
2020/2/16,Afghanistan,,33,65,0,0,0
2020/2/17,Afghanistan,,33,65,0,0,0
2020/2/18,Afghanistan,,33,65,0,0,0
2020/2/19,Afghanistan,,33,65,0,0,0
2020/2/20,Afghanistan,,33,65,0,0,0
2020/2/21,Afghanistan,,33,65,0,0,0
2020/2/22,Afghanistan,,33,65,0,0,0
2020/2/23,Afghanistan,,33,65,0,0,0
2020/2/24,Afghanistan,,33,65,1,0,0
2020/2/25,Afghanistan,,33,65,1,0,0
2020/2/26,Afghanistan,,33,65,1,0,0
2020/2/27,Afghanistan,,33,65,1,0,0
2020/2/28,Afghanistan,,33,65,1,0,0
2020/2/29,Afghanistan,,33,65,1,0,0
2020/3/1,Afghanistan,,33,65,1,0,0
2020/3/2,Afghanistan,,33,65,1,0,0
2020/3/3,Afghanistan,,33,65,1,0,0
2020/3/4,Afghanistan,,33,65,1,0,0
2020/3/5,Afghanistan,,33,65,1,0,0
2020/3/6,Afghanistan,,33,65,1,0,0
2020/3/7,Afghanistan,,33,65,1,0,0
2020/3/8,Afghanistan,,33,65,4,0,0
2020/3/9,Afghanistan,,33,65,4,0,0
2020/3/10,Afghanistan,,33,65,5,0,0
2020/3/11,Afghanistan,,33,65,7,0,0
2020/3/12,Afghanistan,,33,65,7,0,0
2020/3/13,Afghanistan,,33,65,7,0,0
2020/3/14,Afghanistan,,33,65,11,0,0
2020/3/15,Afghanistan,,33,65,16,0,0
2020/3/16,Afghanistan,,33,65,21,1,0
2020/3/17,Afghanistan,,33,65,22,1,0
2020/3/18,Afghanistan,,33,65,22,1,0
2020/3/19,Afghanistan,,33,65,22,1,0
2020/3/20,Afghanistan,,33,65,24,1,0
2020/3/21,Afghanistan,,33,65,24,1,0
2020/3/22,Afghanistan,,33,65,40,1,1
2020/3/23,Afghanistan,,33,65,40,1,1
2020/3/24,Afghanistan,,33,65,74,1,1
2020/3/25,Afghanistan,,33,65,84,2,2
2020/3/26,Afghanistan,,33,65,94,2,4
2020/3/27,Afghanistan,,33,65,110,2,4
2020/3/28,Afghanistan,,33,65,110,2,4
2020/3/29,Afghanistan,,33,65,120,2,4
2020/3/30,Afghanistan,,33,65,170,2,4
2020/3/31,Afghanistan,,33,65,174,5,4
2020/4/1,Afghanistan,,33,65,237,5,4
2020/4/2,Afghanistan,,33,65,273,10,6
2020/4/3,Afghanistan,,33,65,281,10,6
2020/4/4,Afghanistan,,33,65,299,10,7
2020/4/5,Afghanistan,,33,65,349,15,7
2020/4/6,Afghanistan,,33,65,367,18,11
2020/4/7,Afghanistan,,33,65,423,18,14
2020/4/8,Afghanistan,,33,65,444,29,14
2020/4/9,Afghanistan,,33,65,484,32,15
2020/4/10,Afghanistan,,33,65,521,32,15
2020/4/11,Afghanistan,,33,65,555,32,18
2020/4/12,Afghanistan,,33,65,607,32,18
2020/4/13,Afghanistan,,33,65,665,32,21
2020/4/14,Afghanistan,,33,65,714,40,23
2020/4/15,Afghanistan,,33,65,784,43,25
2020/4/16,Afghanistan,,33,65,840,54,30
2020/4/17,Afghanistan,,33,65,906,99,30
2020/4/18,Afghanistan,,33,65,933,112,30
2020/4/19,Afghanistan,,33,65,996,131,33
2020/4/20,Afghanistan,,33,65,1026,135,36
2020/4/21,Afghanistan,,33,65,1092,150,36
2020/4/22,Afghanistan,,33,65,1176,166,40
2020/4/23,Afghanistan,,33,65,1279,179,42
2020/4/24,Afghanistan,,33,65,1351,188,43
2020/4/25,Afghanistan,,33,65,1463,188,47
2020/4/26,Afghanistan,,33,65,1531,207,50
2020/4/27,Afghanistan,,33,65,1703,220,57
2020/4/28,Afghanistan,,33,65,1828,228,58
2020/4/29,Afghanistan,,33,65,1939,252,60
2020/4/30,Afghanistan,,33,65,2171,260,64
2020/5/1,Afghanistan,,33,65,2335,310,68
2020/5/2,Afghanistan,,33,65,2469,331,72
2020/5/3,Afghanistan,,33,65,2704,345,85
2020/5/4,Afghanistan,,33,65,2894,397,90
2020/5/5,Afghanistan,,33,65,3224,421,95
2020/5/6,Afghanistan,,33,65,3392,458,104
2020/5/7,Afghanistan,,33,65,3563,468,106
2020/5/8,Afghanistan,,33,65,3778,472,109
2020/5/9,Afghanistan,,33,65,4033,502,115
2020/5/10,Afghanistan,,33,65,4402,558,120
2020/5/11,Afghanistan,,33,65,4687,558,122
2020/5/12,Afghanistan,,33,65,4963,610,127
2020/5/13,Afghanistan,,33,65,5226,648,132
2020/5/14,Afghanistan,,33,65,5639,691,136
2020/5/15,Afghanistan,,33,65,6053,745,153
2020/5/16,Afghanistan,,33,65,6402,745,168
2020/5/17,Afghanistan,,33,65,6664,778,169
2020/5/18,Afghanistan,,33,65,7072,801,173
2020/5/19,Afghanistan,,33,65,7653,850,178
2020/5/20,Afghanistan,,33,65,8145,930,187
2020/5/21,Afghanistan,,33,65,8676,938,193
2020/5/22,Afghanistan,,33,65,9216,996,205
2020/5/23,Afghanistan,,33,65,9998,1040,216
2020/5/24,Afghanistan,,33,65,10582,1075,218
2020/5/25,Afghanistan,,33,65,11173,1097,219
2020/5/26,Afghanistan,,33,65,11831,1128,220
2020/5/27,Afghanistan,,33,65,12456,1138,227
2020/5/28,Afghanistan,,33,65,13036,1209,235
2020/5/29,Afghanistan,,33,65,13659,1259,246
2020/5/30,Afghanistan,,33,65,14525,1303,249
2020/5/31,Afghanistan,,33,65,15205,1328,257
2020/6/1,Afghanistan,,33,65,15750,1428,265
2020/6/2,Afghanistan,,33,65,16509,1450,270
2020/6/3,Afghanistan,,33,65,17267,1522,294
2020/6/4,Afghanistan,,33,65,18054,1585,300
2020/6/5,Afghanistan,,33,65,18969,1762,309
2020/6/6,Afghanistan,,33,65,19551,1830,327
2020/6/7,Afghanistan,,33,65,20342,1875,357
2020/6/8,Afghanistan,,33,65,20917,2171,369
2020/6/9,Afghanistan,,33,65,21459,2651,384
2020/6/10,Afghanistan,,33,65,22142,3013,405
2020/6/11,Afghanistan,,33,65,22890,3326,426
2020/6/12,Afghanistan,,33,65,23546,3928,446
2020/6/13,Afghanistan,,33,65,24102,4201,451
2020/6/14,Afghanistan,,33,65,24766,4725,471
2020/6/15,Afghanistan,,33,65,25527,5164,478
2020/6/16,Afghanistan,,33,65,26310,5508,491
2020/6/17,Afghanistan,,33,65,26874,6158,504
2020/6/18,Afghanistan,,33,65,27532,7660,546
2020/6/19,Afghanistan,,33,65,27878,7962,548
2020/6/20,Afghanistan,,33,65,28424,8292,569
2020/6/21,Afghanistan,,33,65,28833,8764,581
2020/6/22,Afghanistan,,33,65,29157,8841,598
2020/6/23,Afghanistan,,33,65,29481,9260,618
2020/6/24,Afghanistan,,33,65,29640,9869,639
2020/6/25,Afghanistan,,33,65,30175,10174,675
2020/6/26,Afghanistan,,33,65,30451,10306,683
2020/6/27,Afghanistan,,33,65,30616,10674,703
2020/6/28,Afghanistan,,33,65,30967,12604,721
2020/6/29,Afghanistan,,33,65,31238,13934,733
2020/6/30,Afghanistan,,33,65,31517,14131,746
2020/7/1,Afghanistan,,33,65,31836,15651,774
2020/7/2,Afghanistan,,33,65,32022,16041,807
2020/7/3,Afghanistan,,33,65,32324,17331,819
2020/7/4,Afghanistan,,33,65,32672,19164,826
2020/7/5,Afghanistan,,33,65,32951,19366,864
2020/7/6,Afghanistan,,33,65,33190,20103,898
2020/1/22,Albania,,41.1533,20.1683,0,0,0
2020/1/23,Albania,,41.1533,20.1683,0,0,0
2020/1/24,Albania,,41.1533,20.1683,0,0,0
2020/1/25,Albania,,41.1533,20.1683,0,0,0
2020/1/26,Albania,,41.1533,20.1683,0,0,0
2020/1/27,Albania,,41.1533,20.1683,0,0,0
2020/1/28,Albania,,41.1533,20.1683,0,0,0
2020/1/29,Albania,,41.1533,20.1683,0,0,0
2020/1/30,Albania,,41.1533,20.1683,0,0,0
2020/1/31,Albania,,41.1533,20.1683,0,0,0
2020/2/1,Albania,,41.1533,20.1683,0,0,0
2020/2/2,Albania,,41.1533,20.1683,0,0,0
2020/2/3,Albania,,41.1533,20.1683,0,0,0
2020/2/4,Albania,,41.1533,20.1683,0,0,0
2020/2/5,Albania,,41.1533,20.1683,0,0,0
2020/2/6,Albania,,41.1533,20.1683,0,0,0
2020/2/7,Albania,,41.1533,20.1683,0,0,0
2020/2/8,Albania,,41.1533,20.1683,0,0,0
2020/2/9,Albania,,41.1533,20.1683,0,0,0
2020/2/10,Albania,,41.1533,20.1683,0,0,0
2020/2/11,Albania,,41.1533,20.1683,0,0,0
2020/2/12,Albania,,41.1533,20.1683,0,0,0
2020/2/13,Albania,,41.1533,20.1683,0,0,0
2020/2/14,Albania,,41.1533,20.1683,0,0,0
2020/2/15,Albania,,41.1533,20.1683,0,0,0
2020/2/16,Albania,,41.1533,20.1683,0,0,0
2020/2/17,Albania,,41.1533,20.1683,0,0,0
2020/2/18,Albania,,41.1533,20.1683,0,0,0
2020/2/19,Albania,,41.1533,20.1683,0,0,0
2020/2/20,Albania,,41.1533,20.1683,0,0,0
2020/2/21,Albania,,41.1533,20.1683,0,0,0
2020/2/22,Albania,,41.1533,20.1683,0,0,0
2020/2/23,Albania,,41.1533,20.1683,0,0,0
2020/2/24,Albania,,41.1533,20.1683,0,0,0
2020/2/25,Albania,,41.1533,20.1683,0,0,0
2020/2/26,Albania,,41.1533,20.1683,0,0,0
2020/2/27,Albania,,41.1533,20.1683,0,0,0
2020/2/28,Albania,,41.1533,20.1683,0,0,0
2020/2/29,Albania,,41.1533,20.1683,0,0,0
2020/3/1,Albania,,41.1533,20.1683,0,0,0
2020/3/2,Albania,,41.1533,20.1683,0,0,0
2020/3/3,Albania,,41.1533,20.1683,0,0,0
2020/3/4,Albania,,41.1533,20.1683,0,0,0
2020/3/5,Albania,,41.1533,20.1683,0,0,0
2020/3/6,Albania,,41.1533,20.1683,0,0,0
2020/3/7,Albania,,41.1533,20.1683,0,0,0
2020/3/8,Albania,,41.1533,20.1683,0,0,0
2020/3/9,Albania,,41.1533,20.1683,2,0,0
2020/3/10,Albania,,41.1533,20.1683,10,0,0
2020/3/11,Albania,,41.1533,20.1683,12,0,1
2020/3/12,Albania,,41.1533,20.1683,23,0,1
2020/3/13,Albania,,41.1533,20.1683,33,0,1
2020/3/14,Albania,,41.1533,20.1683,38,0,1
2020/3/15,Albania,,41.1533,20.1683,42,0,1
2020/3/16,Albania,,41.1533,20.1683,51,0,1
2020/3/17,Albania,,41.1533,20.1683,55,0,1
2020/3/18,Albania,,41.1533,20.1683,59,0,2
2020/3/19,Albania,,41.1533,20.1683,64,0,2
2020/3/20,Albania,,41.1533,20.1683,70,0,2
2020/3/21,Albania,,41.1533,20.1683,76,2,2
2020/3/22,Albania,,41.1533,20.1683,89,2,2
2020/3/23,Albania,,41.1533,20.1683,104,2,4
2020/3/24,Albania,,41.1533,20.1683,123,10,5
2020/3/25,Albania,,41.1533,20.1683,146,17,5
2020/3/26,Albania,,41.1533,20.1683,174,17,6
2020/3/27,Albania,,41.1533,20.1683,186,31,8
2020/3/28,Albania,,41.1533,20.1683,197,31,10
2020/3/29,Albania,,41.1533,20.1683,212,33,10
2020/3/30,Albania,,41.1533,20.1683,223,44,11
2020/3/31,Albania,,41.1533,20.1683,243,52,15
2020/4/1,Albania,,41.1533,20.1683,259,67,15
2020/4/2,Albania,,41.1533,20.1683,277,76,16
2020/4/3,Albania,,41.1533,20.1683,304,89,17
2020/4/4,Albania,,41.1533,20.1683,333,99,20
2020/4/5,Albania,,41.1533,20.1683,361,104,20
2020/4/6,Albania,,41.1533,20.1683,377,116,21
2020/4/7,Albania,,41.1533,20.1683,383,131,22
2020/4/8,Albania,,41.1533,20.1683,400,154,22
2020/4/9,Albania,,41.1533,20.1683,409,165,23
2020/4/10,Albania,,41.1533,20.1683,416,182,23
2020/4/11,Albania,,41.1533,20.1683,433,197,23
2020/4/12,Albania,,41.1533,20.1683,446,217,23
2020/4/13,Albania,,41.1533,20.1683,467,232,23
2020/4/14,Albania,,41.1533,20.1683,475,248,24
2020/4/15,Albania,,41.1533,20.1683,494,251,25
2020/4/16,Albania,,41.1533,20.1683,518,277,26
2020/4/17,Albania,,41.1533,20.1683,539,283,26
2020/4/18,Albania,,41.1533,20.1683,548,302,26
2020/4/19,Albania,,41.1533,20.1683,562,314,26
2020/4/20,Albania,,41.1533,20.1683,584,327,26
2020/4/21,Albania,,41.1533,20.1683,609,345,26
2020/4/22,Albania,,41.1533,20.1683,634,356,27
2020/4/23,Albania,,41.1533,20.1683,663,385,27
2020/4/24,Albania,,41.1533,20.1683,678,394,27
2020/4/25,Albania,,41.1533,20.1683,712,403,27
2020/4/26,Albania,,41.1533,20.1683,726,410,28
2020/4/27,Albania,,41.1533,20.1683,736,422,28
2020/4/28,Albania,,41.1533,20.1683,750,431,30
2020/4/29,Albania,,41.1533,20.1683,766,455,30
2020/4/30,Albania,,41.1533,20.1683,773,470,31
2020/5/1,Albania,,41.1533,20.1683,782,488,31
2020/5/2,Albania,,41.1533,20.1683,789,519,31
2020/5/3,Albania,,41.1533,20.1683,795,531,31
2020/5/4,Albania,,41.1533,20.1683,803,543,31
2020/5/5,Albania,,41.1533,20.1683,820,570,31
2020/5/6,Albania,,41.1533,20.1683,832,595,31
2020/5/7,Albania,,41.1533,20.1683,842,605,31
2020/5/8,Albania,,41.1533,20.1683,850,620,31
2020/5/9,Albania,,41.1533,20.1683,856,627,31
2020/5/10,Albania,,41.1533,20.1683,868,650,31
2020/5/11,Albania,,41.1533,20.1683,872,654,31
2020/5/12,Albania,,41.1533,20.1683,876,682,31
2020/5/13,Albania,,41.1533,20.1683,880,688,31
2020/5/14,Albania,,41.1533,20.1683,898,694,31
2020/5/15,Albania,,41.1533,20.1683,916,705,31
2020/5/16,Albania,,41.1533,20.1683,933,714,31
2020/5/17,Albania,,41.1533,20.1683,946,715,31
2020/5/18,Albania,,41.1533,20.1683,948,727,31
2020/5/19,Albania,,41.1533,20.1683,949,742,31
2020/5/20,Albania,,41.1533,20.1683,964,758,31
2020/5/21,Albania,,41.1533,20.1683,969,771,31
2020/5/22,Albania,,41.1533,20.1683,981,777,31
2020/5/23,Albania,,41.1533,20.1683,989,783,31
2020/5/24,Albania,,41.1533,20.1683,998,789,32
2020/5/25,Albania,,41.1533,20.1683,1004,795,32
2020/5/26,Albania,,41.1533,20.1683,1029,803,33
2020/5/27,Albania,,41.1533,20.1683,1050,812,33
2020/5/28,Albania,,41.1533,20.1683,1076,823,33
2020/5/29,Albania,,41.1533,20.1683,1099,851,33
2020/5/30,Albania,,41.1533,20.1683,1122,857,33
2020/5/31,Albania,,41.1533,20.1683,1137,872,33
2020/6/1,Albania,,41.1533,20.1683,1143,877,33
2020/6/2,Albania,,41.1533,20.1683,1164,891,33
2020/6/3,Albania,,41.1533,20.1683,1184,898,33
2020/6/4,Albania,,41.1533,20.1683,1197,898,33
2020/6/5,Albania,,41.1533,20.1683,1212,910,33
2020/6/6,Albania,,41.1533,20.1683,1232,925,34
2020/6/7,Albania,,41.1533,20.1683,1246,938,34
2020/6/8,Albania,,41.1533,20.1683,1263,945,34
2020/6/9,Albania,,41.1533,20.1683,1299,960,34
2020/6/10,Albania,,41.1533,20.1683,1341,980,34
2020/6/11,Albania,,41.1533,20.1683,1385,1001,35
2020/6/12,Albania,,41.1533,20.1683,1416,1034,36
2020/6/13,Albania,,41.1533,20.1683,1464,1039,36
2020/6/14,Albania,,41.1533,20.1683,1521,1044,36
2020/6/15,Albania,,41.1533,20.1683,1590,1055,36
2020/6/16,Albania,,41.1533,20.1683,1672,1064,37
2020/6/17,Albania,,41.1533,20.1683,1722,1077,38
2020/6/18,Albania,,41.1533,20.1683,1788,1086,39
2020/6/19,Albania,,41.1533,20.1683,1838,1114,42
2020/6/20,Albania,,41.1533,20.1683,1891,1126,43
2020/6/21,Albania,,41.1533,20.1683,1962,1134,44
2020/6/22,Albania,,41.1533,20.1683,1995,1159,44
2020/6/23,Albania,,41.1533,20.1683,2047,1195,45
2020/6/24,Albania,,41.1533,20.1683,2114,1217,47
2020/6/25,Albania,,41.1533,20.1683,2192,1250,49
2020/6/26,Albania,,41.1533,20.1683,2269,1298,51
2020/6/27,Albania,,41.1533,20.1683,2330,1346,53
2020/6/28,Albania,,41.1533,20.1683,2402,1384,55
2020/6/29,Albania,,41.1533,20.1683,2466,1438,58
2020/6/30,Albania,,41.1533,20.1683,2535,1459,62
2020/7/1,Albania,,41.1533,20.1683,2580,1516,65
2020/7/2,Albania,,41.1533,20.1683,2662,1559,69
2020/7/3,Albania,,41.1533,20.1683,2752,1592,72
2020/7/4,Albania,,41.1533,20.1683,2819,1637,74
2020/7/5,Albania,,41.1533,20.1683,2893,1657,76
2020/7/6,Albania,,41.1533,20.1683,2964,1702,79
2020/1/22,Algeria,,28.0339,1.6596,0,0,0
2020/1/23,Algeria,,28.0339,1.6596,0,0,0
2020/1/24,Algeria,,28.0339,1.6596,0,0,0
2020/1/25,Algeria,,28.0339,1.6596,0,0,0
2020/1/26,Algeria,,28.0339,1.6596,0,0,0
2020/1/27,Algeria,,28.0339,1.6596,0,0,0
2020/1/28,Algeria,,28.0339,1.6596,0,0,0
2020/1/29,Algeria,,28.0339,1.6596,0,0,0
2020/1/30,Algeria,,28.0339,1.6596,0,0,0
2020/1/31,Algeria,,28.0339,1.6596,0,0,0
2020/2/1,Algeria,,28.0339,1.6596,0,0,0
2020/2/2,Algeria,,28.0339,1.6596,0,0,0
2020/2/3,Algeria,,28.0339,1.6596,0,0,0
2020/2/4,Algeria,,28.0339,1.6596,0,0,0
2020/2/5,Algeria,,28.0339,1.6596,0,0,0
2020/2/6,Algeria,,28.0339,1.6596,0,0,0
2020/2/7,Algeria,,28.0339,1.6596,0,0,0
2020/2/8,Algeria,,28.0339,1.6596,0,0,0
2020/2/9,Algeria,,28.0339,1.6596,0,0,0
2020/2/10,Algeria,,28.0339,1.6596,0,0,0
2020/2/11,Algeria,,28.0339,1.6596,0,0,0
2020/2/12,Algeria,,28.0339,1.6596,0,0,0
2020/2/13,Algeria,,28.0339,1.6596,0,0,0
2020/2/14,Algeria,,28.0339,1.6596,0,0,0
2020/2/15,Algeria,,28.0339,1.6596,0,0,0
2020/2/16,Algeria,,28.0339,1.6596,0,0,0
2020/2/17,Algeria,,28.0339,1.6596,0,0,0
2020/2/18,Algeria,,28.0339,1.6596,0,0,0
2020/2/19,Algeria,,28.0339,1.6596,0,0,0
2020/2/20,Algeria,,28.0339,1.6596,0,0,0
2020/2/21,Algeria,,28.0339,1.6596,0,0,0
2020/2/22,Algeria,,28.0339,1.6596,0,0,0
2020/2/23,Algeria,,28.0339,1.6596,0,0,0
2020/2/24,Algeria,,28.0339,1.6596,0,0,0
2020/2/25,Algeria,,28.0339,1.6596,1,0,0
2020/2/26,Algeria,,28.0339,1.6596,1,0,0
2020/2/27,Algeria,,28.0339,1.6596,1,0,0
2020/2/28,Algeria,,28.0339,1.6596,1,0,0
2020/2/29,Algeria,,28.0339,1.6596,1,0,0
2020/3/1,Algeria,,28.0339,1.6596,1,0,0
2020/3/2,Algeria,,28.0339,1.6596,3,0,0
2020/3/3,Algeria,,28.0339,1.6596,5,0,0
2020/3/4,Algeria,,28.0339,1.6596,12,0,0
2020/3/5,Algeria,,28.0339,1.6596,12,0,0
2020/3/6,Algeria,,28.0339,1.6596,17,0,0
2020/3/7,Algeria,,28.0339,1.6596,17,0,0
2020/3/8,Algeria,,28.0339,1.6596,19,0,0
2020/3/9,Algeria,,28.0339,1.6596,20,0,0
2020/3/10,Algeria,,28.0339,1.6596,20,0,0
2020/3/11,Algeria,,28.0339,1.6596,20,0,0
2020/3/12,Algeria,,28.0339,1.6596,24,8,1
2020/3/13,Algeria,,28.0339,1.6596,26,8,2
2020/3/14,Algeria,,28.0339,1.6596,37,12,3
2020/3/15,Algeria,,28.0339,1.6596,48,12,4
2020/3/16,Algeria,,28.0339,1.6596,54,12,4
2020/3/17,Algeria,,28.0339,1.6596,60,12,4
2020/3/18,Algeria,,28.0339,1.6596,74,12,7
2020/3/19,Algeria,,28.0339,1.6596,87,32,9
2020/3/20,Algeria,,28.0339,1.6596,90,32,11
2020/3/21,Algeria,,28.0339,1.6596,139,32,15
2020/3/22,Algeria,,28.0339,1.6596,201,65,17
2020/3/23,Algeria,,28.0339,1.6596,230,65,17
2020/3/24,Algeria,,28.0339,1.6596,264,24,19
2020/3/25,Algeria,,28.0339,1.6596,302,65,21
2020/3/26,Algeria,,28.0339,1.6596,367,29,25
2020/3/27,Algeria,,28.0339,1.6596,409,29,26
2020/3/28,Algeria,,28.0339,1.6596,454,31,29
2020/3/29,Algeria,,28.0339,1.6596,511,31,31
2020/3/30,Algeria,,28.0339,1.6596,584,37,35
2020/3/31,Algeria,,28.0339,1.6596,716,46,44
2020/4/1,Algeria,,28.0339,1.6596,847,61,58
2020/4/2,Algeria,,28.0339,1.6596,986,61,86
2020/4/3,Algeria,,28.0339,1.6596,1171,62,105
2020/4/4,Algeria,,28.0339,1.6596,1251,90,130
2020/4/5,Algeria,,28.0339,1.6596,1320,90,152
2020/4/6,Algeria,,28.0339,1.6596,1423,90,173
2020/4/7,Algeria,,28.0339,1.6596,1468,113,193
2020/4/8,Algeria,,28.0339,1.6596,1572,237,205
2020/4/9,Algeria,,28.0339,1.6596,1666,347,235
2020/4/10,Algeria,,28.0339,1.6596,1761,405,256
2020/4/11,Algeria,,28.0339,1.6596,1825,460,275
2020/4/12,Algeria,,28.0339,1.6596,1914,591,293
2020/4/13,Algeria,,28.0339,1.6596,1983,601,313
2020/4/14,Algeria,,28.0339,1.6596,2070,691,326
2020/4/15,Algeria,,28.0339,1.6596,2160,708,336
2020/4/16,Algeria,,28.0339,1.6596,2268,783,348
2020/4/17,Algeria,,28.0339,1.6596,2418,846,364
2020/4/18,Algeria,,28.0339,1.6596,2534,894,367
2020/4/19,Algeria,,28.0339,1.6596,2629,1047,375
2020/4/20,Algeria,,28.0339,1.6596,2718,1099,384
2020/4/21,Algeria,,28.0339,1.6596,2811,1152,392
2020/4/22,Algeria,,28.0339,1.6596,2910,1204,402
2020/4/23,Algeria,,28.0339,1.6596,3007,1355,407
2020/4/24,Algeria,,28.0339,1.6596,3127,1408,415
2020/4/25,Algeria,,28.0339,1.6596,3256,1479,419
2020/4/26,Algeria,,28.0339,1.6596,3382,1508,425
2020/4/27,Algeria,,28.0339,1.6596,3517,1558,432
2020/4/28,Algeria,,28.0339,1.6596,3649,1651,437
2020/4/29,Algeria,,28.0339,1.6596,3848,1702,444
2020/4/30,Algeria,,28.0339,1.6596,4006,1779,450
2020/5/1,Algeria,,28.0339,1.6596,4154,1821,453
2020/5/2,Algeria,,28.0339,1.6596,4295,1872,459
2020/5/3,Algeria,,28.0339,1.6596,4474,1936,463
2020/5/4,Algeria,,28.0339,1.6596,4648,1998,465
2020/5/5,Algeria,,28.0339,1.6596,4838,2067,470
2020/5/6,Algeria,,28.0339,1.6596,4997,2197,476
2020/5/7,Algeria,,28.0339,1.6596,5182,2323,483
2020/5/8,Algeria,,28.0339,1.6596,5369,2467,488
2020/5/9,Algeria,,28.0339,1.6596,5558,2546,494
2020/5/10,Algeria,,28.0339,1.6596,5723,2678,502
2020/5/11,Algeria,,28.0339,1.6596,5891,2841,507
2020/5/12,Algeria,,28.0339,1.6596,6067,2998,515
2020/5/13,Algeria,,28.0339,1.6596,6253,3058,522
2020/5/14,Algeria,,28.0339,1.6596,6442,3158,529
2020/5/15,Algeria,,28.0339,1.6596,6629,3271,536
2020/5/16,Algeria,,28.0339,1.6596,6821,3409,542
2020/5/17,Algeria,,28.0339,1.6596,7019,3507,548
2020/5/18,Algeria,,28.0339,1.6596,7201,3625,555
2020/5/19,Algeria,,28.0339,1.6596,7377,3746,561
2020/5/20,Algeria,,28.0339,1.6596,7542,3968,568
2020/5/21,Algeria,,28.0339,1.6596,7728,4062,575
2020/5/22,Algeria,,28.0339,1.6596,7918,4256,582
2020/5/23,Algeria,,28.0339,1.6596,8113,4426,592
2020/5/24,Algeria,,28.0339,1.6596,8306,4784,600
2020/5/25,Algeria,,28.0339,1.6596,8503,4747,609
2020/5/26,Algeria,,28.0339,1.6596,8697,4918,617
2020/5/27,Algeria,,28.0339,1.6596,8857,5129,623
2020/5/28,Algeria,,28.0339,1.6596,8997,5277,630
2020/5/29,Algeria,,28.0339,1.6596,9134,5422,638
2020/5/30,Algeria,,28.0339,1.6596,9267,5549,646
2020/5/31,Algeria,,28.0339,1.6596,9394,5748,653
2020/6/1,Algeria,,28.0339,1.6596,9513,5894,661
2020/6/2,Algeria,,28.0339,1.6596,9626,6067,667
2020/6/3,Algeria,,28.0339,1.6596,9733,6218,673
2020/6/4,Algeria,,28.0339,1.6596,9831,6297,681
2020/6/5,Algeria,,28.0339,1.6596,9935,6453,690
2020/6/6,Algeria,,28.0339,1.6596,10050,6631,698
2020/6/7,Algeria,,28.0339,1.6596,10154,6717,707
2020/6/8,Algeria,,28.0339,1.6596,10265,6799,715
2020/6/9,Algeria,,28.0339,1.6596,10382,6951,724
2020/6/10,Algeria,,28.0339,1.6596,10484,7074,732
2020/6/11,Algeria,,28.0339,1.6596,10589,7255,741
2020/6/12,Algeria,,28.0339,1.6596,10698,7322,751
2020/6/13,Algeria,,28.0339,1.6596,10810,7420,760
2020/6/14,Algeria,,28.0339,1.6596,10919,7606,767
2020/6/15,Algeria,,28.0339,1.6596,11031,7735,777
2020/6/16,Algeria,,28.0339,1.6596,11147,7842,788
2020/6/17,Algeria,,28.0339,1.6596,11268,7943,799
2020/6/18,Algeria,,28.0339,1.6596,11385,8078,811
2020/6/19,Algeria,,28.0339,1.6596,11504,8196,825
2020/6/20,Algeria,,28.0339,1.6596,11631,8324,837
2020/6/21,Algeria,,28.0339,1.6596,11771,8422,845
2020/6/22,Algeria,,28.0339,1.6596,11920,8559,852
2020/6/23,Algeria,,28.0339,1.6596,12076,8674,861
2020/6/24,Algeria,,28.0339,1.6596,12248,8792,869
2020/6/25,Algeria,,28.0339,1.6596,12445,8920,878
2020/6/26,Algeria,,28.0339,1.6596,12685,9066,885
2020/6/27,Algeria,,28.0339,1.6596,12968,9202,892
2020/6/28,Algeria,,28.0339,1.6596,13273,9371,897
2020/6/29,Algeria,,28.0339,1.6596,13571,9674,905
2020/6/30,Algeria,,28.0339,1.6596,13907,9897,912
2020/7/1,Algeria,,28.0339,1.6596,14272,10040,920
2020/7/2,Algeria,,28.0339,1.6596,14657,10342,928
2020/7/3,Algeria,,28.0339,1.6596,15070,10832,937
